year;fcode;employ;sales;avgsal;scrap;rework;tothrs;union;grant;d89;d88;totrain;hrsemp;lscrap;lemploy;lsales;lrework;lhrsemp;lscrap_1;grant_1;clscrap;cgrant;clemploy;clsales;lavgsal;clavgsal;cgrant_1;chrsemp;clhrsemp
1988;410592;20;NA;NA;24,00000000000000000;27,00000000000000000;NA;0;0;0;1;20;NA;3,1780538558959961;2,99573230743408;NA;3,2958369255065918;NA;3,4011974334716797;0;-0,2231435775756836;0;0,00000000000000000;NA;NA;NA;0;NA;NA
1989;410592;10;NA;NA;20,00000000000000000;15,00000000000000000;NA;0;0;1;0;10;NA;2,9957323074340820;2,30258512496948;NA;2,7080502510070801;NA;3,1780538558959961;0;-0,1823215484619141;0;-0,69314718246459961;NA;NA;NA;0;NA;NA
1987;410593;5;3500000;NA;1,00000000000000000;NA;0;0;0;0;0;0;0,0000000000000000;0,0000000000000000;1,60943794250488;15,0682735443115;NA;0,0000000000000000;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA
1988;410593;5;3800000;NA;1,00000000000000000;NA;0;0;0;0;1;0;0,0000000000000000;0,0000000000000000;1,60943794250488;15,1505117416382;NA;0,0000000000000000;0,0000000000000000;0;0,0000000000000000;0;0,00000000000000000;0,08223819732666016;NA;NA;0;0,00000000000000000;0,00000000000000000
1989;410593;5;4000000;NA;1,00000000000000000;NA;0;0;0;1;0;0;0,0000000000000000;0,0000000000000000;1,60943794250488;15,2018051147461;NA;0,0000000000000000;0,0000000000000000;0;0,0000000000000000;0;0,00000000000000000;0,05129337310791016;NA;NA;0;0,00000000000000000;0,00000000000000000
1987;410596;8;990400;12480;10,00000000000000000;NA;10;0;0;0;0;8;10,0000000000000000;2,3025851249694824;2,07944154739380;13,8058643341064;NA;2,3978953361511230;NA;0;NA;0;NA;NA;9,43188285827637;NA;NA;NA;NA
1988;410596;16;1166100;13520;6,00000000000000000;NA;12;0;0;0;1;16;12,0000000000000000;1,7917594909667969;2,77258872985840;13,9691753387451;NA;2,5649492740631104;2,3025851249694824;0;-0,5108256340026855;0;0,69314718246459961;0,16331100463867188;9,51192569732666;0,08004283905029297;0;2,00000000000000000;0,16705393791198730
1989;410596;20;1815900;14560;4,00000000000000000;NA;14;0;0;1;0;20;14,0000000000000000;1,3862943649291992;2,99573230743408;14,4120922088623;NA;2,7080502510070801;1,7917594909667969;0;-0,4054651260375977;0;0,22314357757568359;0,44291687011718750;9,58603286743164;0,07410717010498047;0;2,00000000000000000;0,14310097694396973
1987;410603;10;1212478;12700;NA;NA;105;0;0;0;0;4;42,0000000000000000;NA;2,30258512496948;14,0081768035889;NA;3,7612001895904541;NA;0;NA;0;NA;NA;9,44935703277588;NA;NA;NA;NA
1988;410603;14;1159622;13600;NA;NA;105;0;0;0;1;3;22,5000000000000000;NA;2,63905739784241;13,9636049270630;NA;3,1570003032684326;NA;0;NA;0;0,33647227287292480;-0,04457187652587891;9,51782512664795;0,06846809387207031;0;-19,50000000000000000;-0,60419988632202148
1989;410603;17;1612170;14900;NA;NA;NA;0;0;1;0;0;NA;NA;2,83321332931519;14,2930917739868;NA;NA;NA;0;NA;0;0,19415593147277832;0,32948684692382812;9,60911655426025;0,09129142761230469;0;NA;NA
1987;410604;60;NA;8320;NA;NA;0;0;0;0;0;0;0,0000000000000000;NA;4,09434461593628;NA;NA;0,0000000000000000;NA;0;NA;0;NA;NA;9,02641773223877;NA;NA;NA;NA
1988;410604;100;NA;8940;NA;NA;0;0;0;0;1;0;0,0000000000000000;NA;4,60517024993896;NA;NA;0,0000000000000000;NA;0;NA;0;0,51082563400268555;NA;9,09829044342041;0,07187271118164062;0;0,00000000000000000;0,00000000000000000
1989;410604;190;NA;10400;NA;NA;0;0;0;1;0;0;0,0000000000000000;NA;5,24702405929565;NA;NA;0,0000000000000000;NA;0;NA;0;0,64185380935668945;NA;9,24956130981445;0,15127086639404297;0;0,00000000000000000;0,00000000000000000
1987;410606;124;10507000;NA;0,66000002622604370;NA;10;0;0;0;0;43;3,4677419662475586;-0,4155153930187225;4,82028150558472;16,1675529479980;NA;1,4968831539154053;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA
1988;410606;127;12172850;14538;0,34000000357627869;NA;8;0;0;0;1;30;1,8897638320922852;-1,0788096189498901;4,84418725967407;16,3147182464600;NA;1,0611747503280640;-0,4155153930187225;0;-0,6632941961288452;0;0,02390575408935547;0,14716529846191406;9,58452129364014;NA;0;-1,57797813415527344;-0,43570840358734131
1989;410606;128;12039550;14865;0,38999998569488525;NA;28;0;0;1;0;87;19,0312500000000000;-0,9416085481643677;4,85203027725220;16,3037071228027;NA;2,9972934722900391;-1,0788096189498901;0;0,1372010707855225;0;0,00784301757812500;-0,01101112365722656;9,60676479339600;0,02224349975585938;0;17,14148712158203125;1,93611872196197510
1987;410609;22;1650831;24900;NA;NA;0;0;0;0;0;0;0,0000000000000000;NA;3,09104251861572;14,3167896270752;NA;0,0000000000000000;NA;0;NA;0;NA;NA;10,12262344360352;NA;NA;NA;NA
1988;410609;37;1817961;23000;NA;NA;0;0;0;0;1;0;0,0000000000000000;NA;3,61091780662537;14,4132261276245;NA;0,0000000000000000;NA;0;NA;0;0,51987528800964355;0,09643650054931641;10,04324913024902;-0,07937431335449219;0;0,00000000000000000;0,00000000000000000
1989;410609;44;1642441;23200;NA;NA;0;0;0;1;0;0;0,0000000000000000;NA;3,78418970108032;14,3116941452026;NA;0,0000000000000000;NA;0;NA;0;0,17327189445495605;-0,10153198242187500;10,05190753936768;0,00865840911865234;0;0,00000000000000000;0,00000000000000000
1987;410612;60;7000000;8840;NA;NA;12;0;0;0;0;60;12,0000000000000000;NA;4,09434461593628;15,7614202499390;NA;2,5649492740631104;NA;0;NA;0;NA;NA;9,08704185485840;NA;NA;NA;NA
1988;410612;65;8500000;9880;NA;NA;12;0;0;0;1;65;12,0000000000000000;NA;4,17438745498657;15,9555768966675;NA;2,5649492740631104;NA;0;NA;0;0,08004283905029297;0,19415664672851562;9,19826793670654;0,11122608184814453;0;0,00000000000000000;0,00000000000000000
1989;410612;70;11000000;10920;NA;NA;12;0;0;1;0;70;12,0000000000000000;NA;4,24849510192871;16,2134056091309;NA;2,5649492740631104;NA;0;NA;0;0,07410764694213867;0,25782871246337891;9,29835128784180;0,10008335113525391;0;0,00000000000000000;0,00000000000000000
1987;410626;27;4600000;18000;0,87000000476837158;NA;24;1;0;0;0;3;2,6666667461395264;-0,1392620652914047;3,29583692550659;15,3415670394897;NA;1,2992830276489258;NA;0;NA;0;NA;NA;9,79812717437744;NA;NA;NA;NA
1988;410626;28;4900000;19000;0,81999999284744263;NA;16;1;0;0;1;2;1,1428571939468384;-0,1984509527683258;3,33220458030701;15,4047460556030;NA;0,7621400952339172;-0,1392620652914047;0;-0,0591888874769211;0;0,03636765480041504;0,06317901611328125;9,85219383239746;0,05406665802001953;0;-1,52380955219268799;-0,53714293241500854
1989;410626;30;5600000;21000;0,70999997854232788;NA;32;1;0;1;0;6;6,4000000953674316;-0,3424903452396393;3,40119743347168;15,5382776260376;NA;2,0014801025390625;-0,1984509527683258;0;-0,1440393924713135;0;0,06899285316467285;0,13353157043457031;9,95227813720703;0,10008430480957031;0;5,25714302062988281;1,23934006690979004
1987;410627;25;2900000;21830;NA;NA;NA;1;0;0;0;25;NA;NA;3,21887588500977;14,8802213668823;NA;NA;NA;0;NA;0;NA;NA;9,99104022979736;NA;NA;NA;NA
1988;410627;25;2800000;22454;NA;NA;NA;1;0;0;1;25;NA;NA;3,21887588500977;14,8451299667358;NA;NA;NA;0;NA;0;0,00000000000000000;-0,03509140014648438;10,01922416687012;0,02818393707275391;0;NA;NA
1989;410627;25;2900000;23078;NA;NA;NA;1;0;1;0;25;NA;NA;3,21887588500977;14,8802213668823;NA;NA;NA;0;NA;0;0,00000000000000000;0,03509140014648438;10,04663467407227;0,02741050720214844;0;NA;NA
1987;410629;16;1100000;18500;1,20000004768371582;0,57999998331069946;NA;0;0;0;0;16;NA;0,1823215931653976;2,77258872985840;13,9108209609985;-0,5447272062301636;NA;NA;0;NA;0;NA;NA;9,82552623748779;NA;NA;NA;NA
1988;410629;19;2050000;21000;0,52999997138977051;0,25000000000000000;NA;0;0;0;1;19;NA;-0,6348783373832703;2,94443893432617;14,5333499908447;-1,3862943649291992;NA;0,1823215931653976;0;-0,8171999454498291;0;0,17185020446777344;0,62252902984619141;9,95227813720703;0,12675189971923828;0;NA;NA
1989;410629;23;2260000;23500;0,49000000953674316;0,36000001430511475;NA;0;0;1;0;23;NA;-0,7133498787879944;3,13549423217773;14,6308755874634;-1,0216511487960815;NA;-0,6348783373832703;0;-0,0784715414047241;0;0,19105529785156250;0,09752559661865234;10,06475543975830;0,11247730255126953;0;NA;NA
1987;410635;100;20000000;22000;NA;NA;0;1;0;0;0;0;0,0000000000000000;NA;4,60517024993896;16,8112430572510;NA;0,0000000000000000;NA;0;NA;0;NA;NA;9,99879741668701;NA;NA;NA;NA
1988;410635;95;18000000;22000;NA;NA;1;1;0;0;1;1;0,0105263162404299;NA;4,55387687683105;16,7058830261230;NA;0,0104713002219796;NA;0;NA;0;-0,05129337310791016;-0,10536003112792969;9,99879741668701;0,00000000000000000;0;0,01052631624042988;0,01047130022197962
1989;410635;85;16000000;22000;NA;NA;20;1;0;1;0;50;11,7647056579589844;NA;4,44265127182007;16,5880985260010;NA;2,5466840267181396;NA;0;NA;0;-0,11122560501098633;-0,11778450012207031;9,99879741668701;0,00000000000000000;0;11,75417900085449219;2,53621268272399902
1987;410636;8;386807;14110;NA;NA;NA;0;0;0;0;8;NA;NA;2,07944154739380;12,8656806945801;NA;NA;NA;0;NA;0;NA;NA;9,55463886260986;NA;NA;NA;NA
1988;410636;10;734613;14040;NA;NA;NA;0;0;0;1;10;NA;NA;2,30258512496948;13,5070991516113;NA;NA;NA;0;NA;0;0,22314357757568359;0,64141845703125000;9,54966545104980;-0,00497341156005859;0;NA;NA
1989;410636;8;518842;14126;NA;NA;NA;0;0;1;0;8;NA;NA;2,07944154739380;13,1593542098999;NA;NA;NA;0;NA;0;-0,22314357757568359;-0,34774494171142578;9,55577278137207;0,00610733032226562;0;NA;NA
1987;410639;135;14000000;20384;NA;NA;1;1;0;0;0;50;0,3703703582286835;NA;4,90527486801147;16,4545669555664;NA;0,3150810301303864;NA;0;NA;0;NA;NA;9,92250537872314;NA;NA;NA;NA
1988;410639;135;15000000;20800;NA;NA;3;1;0;0;1;75;1,6666666269302368;NA;4,90527486801147;16,5235614776611;NA;0,9808292388916016;NA;0;NA;0;0,00000000000000000;0,06899452209472656;9,94270801544189;0,02020263671875000;0;1,29629623889923096;0,66574823856353760
1989;410639;144;15500000;20592;NA;NA;5;1;0;1;0;100;3,4722223281860352;NA;4,96981334686279;16,5563507080078;NA;1,4978854656219482;NA;0;NA;0;0,06453847885131836;0,03278923034667969;9,93265819549561;-0,01004981994628906;0;1,80555570125579834;0,51705622673034668
1987;410640;13;1656000;19266;NA;NA;240;0;0;0;0;3;55,3846168518066406;NA;2,56494927406311;14,3199157714844;NA;4,0321965217590332;NA;0;NA;0;NA;NA;9,86609745025635;NA;NA;NA;NA
1988;410640;11;1527000;20867;NA;NA;200;0;0;0;1;2;36,3636360168457031;NA;2,39789533615112;14,2388153076172;NA;3,6206979751586914;NA;0;NA;0;-0,16705393791198730;-0,08110046386718750;9,94592380523682;0,07982635498046875;0;-19,02098083496093750;-0,41149854660034180
1989;410640;13;1454000;25154;NA;NA;200;0;0;1;0;2;30,7692298889160156;NA;2,56494927406311;14,1898288726807;NA;3,4584982395172119;NA;0;NA;0;0,16705393791198730;-0,04898643493652344;10,13277244567871;0,18684864044189453;0;-5,59440612792968750;-0,16219973564147949
1987;410641;NA;3600000;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;15,0964441299438;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA
1988;410641;NA;3900000;NA;NA;NA;NA;0;0;0;1;NA;NA;NA;NA;15,1764869689941;NA;NA;NA;0;NA;0;NA;0,08004283905029297;NA;NA;0;NA;NA
1989;410641;NA;5200000;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;15,4641695022583;NA;NA;NA;0;NA;0;NA;0,28768253326416016;NA;NA;0;NA;NA
1987;410642;NA;NA;NA;NA;NA;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA
1988;410642;NA;NA;NA;NA;NA;45;0;0;0;1;25;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;0;NA;NA
1989;410642;NA;NA;NA;NA;NA;45;0;0;1;0;25;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;0;NA;NA
1987;410649;30;2100000;25500;NA;NA;NA;0;0;0;0;30;NA;NA;3,40119743347168;14,5574474334717;NA;NA;NA;0;NA;0;NA;NA;10,14643383026123;NA;NA;NA;NA
1988;410649;27;2252000;26000;NA;NA;NA;0;0;0;1;27;NA;NA;3,29583692550659;14,6273288726807;NA;NA;NA;0;NA;0;-0,10536050796508789;0,06988143920898438;10,16585159301758;0,01941776275634766;0;NA;NA
1989;410649;24;1866064;28000;NA;NA;NA;0;0;1;0;24;NA;NA;3,17805385589600;14,4393415451050;NA;NA;NA;0;NA;0;-0,11778306961059570;-0,18798732757568359;10,23995971679688;0,07410812377929688;0;NA;NA
1987;410653;14;1950000;16000;1,05999994277954102;NA;NA;1;0;0;0;14;NA;0,0582688525319099;2,63905739784241;14,4833402633667;NA;NA;NA;0;NA;0;NA;NA;9,68034362792969;NA;NA;NA;NA
1988;410653;13;1850000;17000;1,02999997138977051;NA;NA;1;0;0;1;13;NA;0,0295587740838528;2,56494927406311;14,4306964874268;NA;NA;0,0582688525319099;0;-0,0287100784480572;0;-0,07410812377929688;-0,05264377593994141;9,74096870422363;0,06062507629394531;0;NA;NA
1989;410653;12;1550000;18000;1,13999998569488525;NA;NA;1;0;1;0;12;NA;0,1310282498598099;2,48490667343140;14,2537651062012;NA;NA;0,0295587740838528;0;0,1014694720506668;0;-0,08004260063171387;-0,17693138122558594;9,79812717437744;0,05715847015380859;0;NA;NA
1987;410665;NA;NA;NA;0,05000000074505806;0,05999999865889549;0;0;0;0;0;0;NA;-2,9957323074340820;NA;NA;-2,8134107589721680;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA
1988;410665;12;1000000;29120;0,07999999821186066;0,02999999932944775;16;0;0;0;1;2;2,6666667461395264;-2,5257287025451660;2,48490667343140;13,8155107498169;-3,5065579414367676;1,2992830276489258;-2,9957323074340820;0;0,4700036048889160;0;NA;NA;10,27918052673340;NA;0;NA;NA
1989;410665;14;1200000;29120;0,02999999932944775;0,09000000357627869;16;0;0;1;0;4;4,5714287757873535;-3,5065579414367676;2,63905739784241;13,9978322982788;-2,4079456329345703;1,7176514863967896;-2,5257287025451660;0;-0,9808292388916016;0;0,15415072441101074;0,18232154846191406;10,27918052673340;0,00000000000000000;0;1,90476202964782715;0,41836845874786377
1987;410679;30;NA;26000;NA;3,00000000000000000;NA;0;0;0;0;30;NA;NA;3,40119743347168;NA;1,0986123085021973;NA;NA;0;NA;0;NA;NA;10,16585159301758;NA;NA;NA;NA
1988;410679;30;NA;26000;NA;3,00000000000000000;NA;0;0;0;1;30;NA;NA;3,40119743347168;NA;1,0986123085021973;NA;NA;0;NA;0;0,00000000000000000;NA;10,16585159301758;0,00000000000000000;0;NA;NA
1989;410679;28;NA;27000;NA;3,00000000000000000;NA;0;0;1;0;28;NA;NA;3,33220458030701;NA;1,0986123085021973;NA;NA;0;NA;0;-0,06899285316467285;NA;10,20359230041504;0,03774070739746094;0;NA;NA
1987;410680;27;2873000;19762;NA;NA;100;0;0;0;0;14;51,8518524169921875;NA;3,29583692550659;14,8708677291870;NA;3,9674928188323975;NA;0;NA;0;NA;NA;9,89151573181152;NA;NA;NA;NA
1988;410680;61;6097000;21120;NA;NA;50;0;0;0;1;5;4,0983605384826660;NA;4,11087369918823;15,6233072280884;NA;1,6289190053939819;NA;0;NA;0;0,81503677368164062;0,75243949890136719;9,95797538757324;0,06645965576171875;0;-47,75349044799804688;-2,33857393264770508
1989;410680;52;5670000;22360;NA;NA;70;0;0;1;0;9;12,1153850555419922;NA;3,95124363899231;15,5506992340088;NA;2,5737860202789307;NA;0;NA;0;-0,15963006019592285;-0,07260799407958984;10,01502895355225;0,05705356597900391;0;8,01702499389648438;0,94486701488494873
1987;410685;24;2213235;20004;0,14000000059604645;NA;NA;0;0;0;0;24;NA;-1,9661128520965576;3,17805385589600;14,6099662780762;NA;NA;NA;0;NA;0;NA;NA;9,90368747711182;NA;NA;NA;NA
1988;410685;20;2100943;19078;0,15999999642372131;NA;NA;0;0;0;1;20;NA;-1,8325815200805664;2,99573230743408;14,5578966140747;NA;NA;-1,9661128520965576;0;0,1335313320159912;0;-0,18232154846191406;-0,05206966400146484;9,85629081726074;-0,04739665985107422;0;NA;NA
1989;410685;20;2174049;21099;0,23000000417232513;NA;NA;0;0;1;0;20;NA;-1,4696758985519409;2,99573230743408;14,5921020507812;NA;NA;-1,8325815200805664;0;0,3629056215286255;0;0,00000000000000000;0,03420543670654297;9,95698070526123;0,10068988800048828;0;NA;NA
1987;410686;6;2100000;16640;NA;NA;0;0;0;0;0;0;0,0000000000000000;NA;1,79175949096680;14,5574474334717;NA;0,0000000000000000;NA;0;NA;0;NA;NA;9,71956443786621;NA;NA;NA;NA
1988;410686;7;1800000;18720;NA;NA;10;0;0;0;1;2;2,8571429252624512;NA;1,94591009616852;14,4032974243164;NA;1,3499267101287842;NA;0;NA;0;0,15415060520172119;-0,15415000915527344;9,83734798431396;0,11778354644775391;0;2,85714292526245117;1,34992671012878418
1989;410686;6;1600000;20800;NA;NA;0;0;0;1;0;0;0,0000000000000000;NA;1,79175949096680;14,2855138778687;NA;0,0000000000000000;NA;0;NA;0;-0,15415060520172119;-0,11778354644775391;9,94270801544189;0,10536003112792969;0;-2,85714292526245117;-1,34992671012878418
1987;418006;63;NA;25900;NA;NA;0;0;0;0;0;0;0,0000000000000000;NA;4,14313459396362;NA;NA;0,0000000000000000;NA;0;NA;0;NA;NA;10,16199779510498;NA;NA;NA;NA
1988;418006;57;NA;25300;NA;NA;45;0;1;0;1;24;18,9473686218261719;NA;4,04305124282837;NA;NA;2,9930973052978516;NA;0;NA;1;-0,10008335113525391;NA;10,13855934143066;-0,02343845367431641;0;18,94736862182617188;2,99309730529785156
1989;418006;59;NA;26800;NA;NA;40;0;0;1;0;35;23,7288131713867188;NA;4,07753753662109;NA;NA;3,2079691886901855;NA;1;NA;-1;0,03448629379272461;NA;10,19615745544434;0,05759811401367188;1;4,78144454956054688;0,21487188339233398
1987;418007;26;2200000;10712;NA;1,89999997615814209;NA;1;0;0;0;26;NA;NA;3,25809645652771;14,6039676666260;0,6418538689613342;NA;NA;0;NA;0;NA;NA;9,27911949157715;NA;NA;NA;NA
1988;418007;24;1800000;10940;NA;2,59999990463256836;NA;1;0;0;1;24;NA;NA;3,17805385589600;14,4032974243164;0,9555113911628723;NA;NA;0;NA;0;-0,08004260063171387;-0,20067024230957031;9,30018138885498;0,02106189727783203;0;NA;NA
1989;418007;21;1700000;11148;NA;1,20000004768371582;NA;1;0;1;0;21;NA;NA;3,04452252388000;14,3461389541626;0,1823215931653976;NA;NA;0;NA;0;-0,13353133201599121;-0,05715847015380859;9,31901550292969;0,01883411407470703;0;NA;NA
1987;418008;10;900000;NA;NA;NA;0;0;0;0;0;3;0,0000000000000000;NA;2,30258512496948;13,7101497650146;NA;0,0000000000000000;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA
1988;418008;10;1200000;NA;NA;NA;16;0;1;0;1;10;16,0000000000000000;NA;2,30258512496948;13,9978322982788;NA;2,8332133293151855;NA;0;NA;1;0,00000000000000000;0,28768253326416016;NA;NA;0;16,00000000000000000;2,83321332931518555
1989;418008;12;1100000;20000;NA;NA;0;0;0;1;0;1;0,0000000000000000;NA;2,48490667343140;13,9108209609985;NA;0,0000000000000000;NA;1;NA;-1;0,18232154846191406;-0,08701133728027344;9,90348720550537;NA;1;-16,00000000000000000;-2,83321332931518555
1987;418011;70;4200000;12400;10,00000000000000000;9,00000000000000000;0;1;0;0;0;0;0,0000000000000000;2,3025851249694824;4,24849510192871;15,2505950927734;2,1972246170043945;0,0000000000000000;NA;0;NA;0;NA;NA;9,42545127868652;NA;NA;NA;NA
1988;418011;50;3740000;13400;3,00000000000000000;3,00000000000000000;43;1;1;0;1;10;8,6000003814697266;1,0986123085021973;3,91202306747437;15,1345958709717;1,0986123085021973;2,2617630958557129;2,3025851249694824;0;-1,2039728164672852;1;-0,33647203445434570;-0,11599922180175781;9,50300979614258;0,07755851745605469;0;8,60000038146972656;2,26176309585571289
1989;418011;30;2040000;14000;2,00000000000000000;1,00000000000000000;40;1;0;1;0;5;6,6666665077209473;0,6931471824645996;3,40119743347168;14,5284605026245;0,0000000000000000;2,0368819236755371;1,0986123085021973;1;-0,4054651260375977;-1;-0,51082563400268555;-0,60613536834716797;9,54681301116943;0,04380321502685547;1;-1,93333387374877930;-0,22488117218017578
1987;418013;20;750000;14560;NA;0,27000001072883606;40;0;0;0;0;2;4,0000000000000000;NA;2,99573230743408;13,5278282165527;-1,3093333244323730;1,6094379425048828;NA;0;NA;0;NA;NA;9,58603286743164;NA;NA;NA;NA
1988;418013;18;800000;16640;NA;0,25000000000000000;60;0;1;0;1;3;10,0000000000000000;NA;2,89037179946899;13,5923671722412;-1,3862943649291992;2,3978953361511230;NA;0;NA;1;-0,10536050796508789;0,06453895568847656;9,71956443786621;0,13353157043457031;0;6,00000000000000000;0,78845739364624023
1989;418013;20;950000;17680;NA;0,20999999344348907;40;0;0;1;0;3;6,0000000000000000;NA;2,99573230743408;13,7642173767090;-1,5606477260589600;1,9459100961685181;NA;1;NA;-1;0,10536050796508789;0,17185020446777344;9,78018951416016;0,06062507629394531;1;-4,00000000000000000;-0,45198523998260498
1987;418014;9;6802180;13478;NA;NA;256;0;0;0;0;2;56,8888893127441406;NA;2,19722461700439;15,7327537536621;NA;4,0585255622863770;NA;0;NA;0;NA;NA;9,50881385803223;NA;NA;NA;NA
1988;418014;12;936477;14269;NA;NA;281;0;1;0;1;7;163,9166717529296875;NA;2,48490667343140;13,7498798370361;NA;5,1054401397705078;NA;0;NA;1;0,28768205642700195;-1,98287391662597656;9,56584453582764;0,05703067779541016;0;107,02778625488281250;1,04691457748413086
1989;418014;17;1437883;15558;NA;NA;256;0;0;1;0;5;75,2941207885742188;NA;2,83321332931519;14,1786823272705;NA;4,3345956802368164;NA;1;NA;-1;0,34830665588378906;0,42880249023437500;9,65233039855957;0,08648586273193359;1;-88,62255096435546875;-0,77084445953369141
1987;418021;11;1850000;12500;1,00000000000000000;1,00000000000000000;0;0;0;0;0;0;0,0000000000000000;0,0000000000000000;2,39789533615112;14,4306964874268;0,0000000000000000;0,0000000000000000;NA;0;NA;0;NA;NA;9,43348407745361;NA;NA;NA;NA
1988;418021;13;2078000;13100;1,00000000000000000;1,00000000000000000;40;0;1;0;1;2;6,1538462638854980;0,0000000000000000;2,56494927406311;14,5469160079956;0,0000000000000000;1,9676501750946045;0,0000000000000000;0;0,0000000000000000;1;0,16705393791198730;0,11621952056884766;9,48036766052246;0,04688358306884766;0;6,15384626388549805;1,96765017509460449
1989;418021;13;2040000;13800;1,00000000000000000;1,00000000000000000;10;0;0;1;0;2;1,5384615659713745;0,0000000000000000;2,56494927406311;14,5284605026245;0,0000000000000000;0,9315581917762756;0,0000000000000000;1;0,0000000000000000;-1;0,00000000000000000;-0,01845550537109375;9,53242397308350;0,05205631256103516;1;-4,61538457870483398;-1,03609204292297363
1987;418024;40;5500000;10400;NA;NA;0;0;0;0;0;0;0,0000000000000000;NA;3,68887948989868;15,5202589035034;NA;0,0000000000000000;NA;0;NA;0;NA;NA;9,24956130981445;NA;NA;NA;NA
1988;418024;60;6000000;10400;NA;NA;40;0;1;0;1;57;38,0000000000000000;NA;4,09434461593628;15,6072702407837;NA;3,6635615825653076;NA;0;NA;1;0,40546512603759766;0,08701133728027344;9,24956130981445;0,00000000000000000;0;38,00000000000000000;3,66356158256530762
1989;418024;100;7000000;11020;NA;NA;20;0;0;1;0;10;2,0000000000000000;NA;4,60517024993896;15,7614202499390;NA;1,0986123085021973;NA;1;NA;-1;0,51082563400268555;0,15415000915527344;9,30746746063232;0,05790615081787109;1;-36,00000000000000000;-2,56494927406311035
1987;418035;30;1269000;14000;6,00000000000000000;12,00000000000000000;0;0;0;0;0;0;0,0000000000000000;1,7917594909667969;3,40119743347168;14,0537395477295;2,4849066734313965;0,0000000000000000;NA;0;NA;0;NA;NA;9,54681301116943;NA;NA;NA;NA
1988;418035;30;1681000;14500;5,00000000000000000;11,00000000000000000;23;0;1;0;1;24;18,3999996185302734;1,6094379425048828;3,40119743347168;14,3348989486694;2,3978953361511230;2,9652731418609619;1,7917594909667969;0;-0,1823215484619141;1;0,00000000000000000;0,28115940093994141;9,58190345764160;0,03509044647216797;0;18,39999961853027344;2,96527314186096191
1989;418035;31;1814000;15000;3,00000000000000000;9,00000000000000000;0;0;0;1;0;0;0,0000000000000000;1,0986123085021973;3,43398714065552;14,4110450744629;2,1972246170043945;0,0000000000000000;1,6094379425048828;1;-0,5108256340026855;-1;0,03278970718383789;0,07614612579345703;9,61580562591553;0,03390216827392578;1;-18,39999961853027344;-2,96527314186096191
1987;418036;485;NA;17888;NA;NA;10;0;0;0;0;15;0,3092783391475677;NA;6,18414878845215;NA;NA;0,2694760859012604;NA;0;NA;0;NA;NA;9,79188537597656;NA;NA;NA;NA
1988;418036;500;NA;18637;NA;NA;46;0;1;0;1;24;2,2079999446868896;NA;6,21460819244385;NA;NA;1,1656476259231567;NA;0;NA;1;0,03045940399169922;NA;9,83290386199951;0,04101848602294922;0;1,89872157573699951;0,89617156982421875
1989;418036;525;NA;19386;NA;NA;10;0;0;1;0;15;0,2857142984867096;NA;6,26339817047119;NA;NA;0,2513144314289093;NA;1;NA;-1;0,04878997802734375;NA;9,87230682373047;0,03940296173095703;1;-1,92228567600250244;-0,91433322429656982
1987;418045;15;2000000;18000;2,00000000000000000;1,00000000000000000;30;0;0;0;0;2;4,0000000000000000;0,6931471824645996;2,70805025100708;14,5086574554443;0,0000000000000000;1,6094379425048828;NA;0;NA;0;NA;NA;9,79812717437744;NA;NA;NA;NA
1988;418045;15;2500000;20000;2,00000000000000000;1,00000000000000000;40;0;0;0;1;3;8,0000000000000000;0,6931471824645996;2,70805025100708;14,7318010330200;0,0000000000000000;2,1972246170043945;0,6931471824645996;0;0,0000000000000000;0;0,00000000000000000;0,22314357757568359;9,90348720550537;0,10536003112792969;0;4,00000000000000000;0,58778667449951172
1989;418045;15;3500000;22000;2,00000000000000000;1,00000000000000000;150;0;0;1;0;15;150,0000000000000000;0,6931471824645996;2,70805025100708;15,0682735443115;0,0000000000000000;5,0172796249389648;0,6931471824645996;0;0,0000000000000000;0;0,00000000000000000;0,33647251129150391;9,99879741668701;0,09531021118164062;0;142,00000000000000000;2,82005500793457031
1987;418046;15;NA;13000;NA;NA;0;0;0;0;0;0;0,0000000000000000;NA;2,70805025100708;NA;NA;0,0000000000000000;NA;0;NA;0;NA;NA;9,47270488739014;NA;NA;NA;NA
1988;418046;20;NA;12000;NA;NA;24;0;1;0;1;20;24,0000000000000000;NA;2,99573230743408;NA;NA;3,2188758850097656;NA;0;NA;1;0,28768205642700195;NA;9,39266204833984;-0,08004283905029297;0;24,00000000000000000;3,21887588500976562
